monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
1,0,0,0,0,0,1,20250628,20250630,489
1,0,0,0,0,0,1,20250629,20250630,257
1,0,0,0,0,0,1,20250630,20250706,895
1,0,0,0,0,0,1,20250706,20250707,258
1,0,0,0,0,0,1,20250713,20250714,875
1,0,0,0,0,0,1,20250720,20250721,504
1,0,0,0,0,0,1,20250720,20250721,636
1,0,0,0,0,1,0,20250623,20250628,179
1,0,0,0,0,1,0,20250623,20250628,494
1,0,0,0,0,1,0,20250623,20250721,916
1,0,0,0,0,1,0,20250707,20250721,458
1,0,0,0,0,1,1,20250628,20250630,314
1,0,0,0,0,1,1,20250707,20250713,198
1,0,0,0,0,1,1,20250712,20250714,232
1,0,0,0,1,0,0,20250623,20250702,888
1,0,0,0,1,0,0,20250627,20250711,3
1,0,0,0,1,0,0,20250630,20250704,614
1,0,0,0,1,1,0,20250627,20250630,561
1,0,0,0,1,1,0,20250718,20250721,477
1,0,0,0,1,1,1,20250622,20250721,624
1,0,0,0,1,1,1,20250628,20250704,793
1,0,0,1,0,0,0,20250623,20250626,277
1,0,0,1,0,0,0,20250623,20250626,316
1,0,0,1,0,0,0,20250623,20250626,651
1,0,0,1,0,0,0,20250714,20250717,520
1,0,0,1,0,1,0,20250623,20250628,853
1,0,0,1,1,0,1,20250629,20250720,500
1,0,0,1,1,1,1,20250630,20250710,329
1,0,0,1,1,1,1,20250630,20250711,553
1,0,1,0,0,0,0,20250623,20250625,57
1,0,1,0,0,0,0,20250623,20250702,563
1,0,1,0,0,0,0,20250630,20250702,20
1,0,1,0,0,0,0,20250630,20250709,880
1,0,1,0,0,0,0,20250630,20250721,652
1,0,1,0,0,0,0,20250707,20250709,12
1,0,1,0,0,0,0,20250714,20250716,694
1,0,1,0,0,0,1,20250706,20250713,833
1,0,1,0,0,1,0,20250628,20250705,226
1,0,1,0,1,0,0,20250630,20250710,753
1,0,1,0,1,1,1,20250628,20250706,927
1,0,1,1,0,0,0,20250622,20250630,196
1,0,1,1,0,0,0,20250623,20250626,333
1,0,1,1,0,0,0,20250623,20250626,538
1,0,1,1,0,0,0,20250630,20250703,898
1,0,1,1,0,0,0,20250707,20250710,527
1,0,1,1,0,0,0,20250707,20250722,708
1,0,1,1,0,0,1,20250622,20250626,610
1,0,1,1,0,0,1,20250713,20250722,130
1,0,1,1,0,1,1,20250622,20250630,617
1,0,1,1,1,0,0,20250622,20250630,519
1,0,1,1,1,0,0,20250623,20250703,269
1,0,1,1,1,0,0,20250623,20250703,29
1,0,1,1,1,0,0,20250624,20250704,239
1,0,1,1,1,0,0,20250630,20250704,743
1,0,1,1,1,0,0,20250702,20250707,367
1,0,1,1,1,0,0,20250714,20250722,899
1,0,1,1,1,0,1,20250622,20250722,782
1,0,1,1,1,1,0,20250714,20250722,936
1,0,1,1,1,1,1,20250622,20250703,11
1,0,1,1,1,1,1,20250622,20250722,546
1,0,1,1,1,1,1,20250628,20250706,854
1,0,1,1,1,1,1,20250706,20250722,382
1,0,1,1,1,1,1,20250706,20250722,738
1,0,1,1,1,1,1,20250713,20250722,526
1,1,0,0,0,0,0,20250623,20250624,444
1,1,0,0,0,0,0,20250630,20250701,601
1,1,0,0,0,0,0,20250630,20250722,323
1,1,0,0,0,0,0,20250707,20250708,125
1,1,0,0,0,0,0,20250714,20250715,455
1,1,0,0,0,0,0,20250714,20250722,894
1,1,0,0,0,0,0,20250721,20250722,264
1,1,0,0,0,0,1,20250622,20250624,326
1,1,0,0,0,0,1,20250622,20250722,118
1,1,0,0,0,0,1,20250622,20250722,883
1,1,0,0,0,0,1,20250706,20250708,654
1,1,0,0,0,0,1,20250720,20250722,515
1,1,0,0,1,0,0,20250630,20250704,415
1,1,0,0,1,0,0,20250707,20250722,747
1,1,0,0,1,0,0,20250718,20250722,357
1,1,0,0,1,0,1,20250622,20250722,327
1,1,0,0,1,1,0,20250623,20250708,203
1,1,0,0,1,1,0,20250705,20250722,191
1,1,0,0,1,1,1,20250622,20250722,202
1,1,0,1,0,0,0,20250622,20250703,855
1,1,0,1,0,0,0,20250623,20250626,157
1,1,0,1,0,0,0,20250625,20250703,417
1,1,0,1,0,0,0,20250630,20250703,702
1,1,0,1,0,0,0,20250707,20250710,1
1,1,0,1,0,0,0,20250714,20250717,459
1,1,0,1,0,0,1,20250629,20250706,143
1,1,0,1,0,0,1,20250706,20250722,160
1,1,0,1,0,0,1,20250706,20250722,461
1,1,0,1,0,1,1,20250622,20250703,486
1,1,0,1,0,1,1,20250708,20250722,25
1,1,0,1,1,0,0,20250623,20250627,919
1,1,0,1,1,0,0,20250624,20250722,568
1,1,0,1,1,0,0,20250630,20250704,275
1,1,0,1,1,0,0,20250707,20250722,115
1,1,0,1,1,0,0,20250707,20250722,432
1,1,0,1,1,0,0,20250717,20250722,873
1,1,0,1,1,0,1,20250623,20250704,891
1,1,0,1,1,0,1,20250629,20250706,779
1,1,0,1,1,0,1,20250629,20250722,746
1,1,0,1,1,1,0,20250628,20250706,141
1,1,0,1,1,1,0,20250630,20250722,539
1,1,0,1,1,1,1,20250622,20250703,817
1,1,0,1,1,1,1,20250622,20250712,678
1,1,0,1,1,1,1,20250622,20250722,211
1,1,0,1,1,1,1,20250622,20250722,785
1,1,0,1,1,1,1,20250704,20250722,613
1,1,0,1,1,1,1,20250705,20250722,497
1,1,0,1,1,1,1,20250705,20250722,786
1,1,0,1,1,1,1,20250705,20250722,820
1,1,0,1,1,1,1,20250706,20250722,890
1,1,0,1,1,1,1,20250707,20250722,433
1,1,0,1,1,1,1,20250712,20250722,281
1,1,1,0,0,0,0,20250623,20250625,358
1,1,1,0,0,0,0,20250623,20250625,841
1,1,1,0,0,0,0,20250623,20250625,913
1,1,1,0,0,0,0,20250623,20250704,503
1,1,1,0,0,0,0,20250628,20250702,823
1,1,1,0,0,0,0,20250629,20250709,452
1,1,1,0,0,0,0,20250630,20250702,276
1,1,1,0,0,0,0,20250630,20250702,648
1,1,1,0,0,0,0,20250630,20250702,834
1,1,1,0,0,0,0,20250701,20250722,605
1,1,1,0,0,0,0,20250707,20250709,22
1,1,1,0,0,0,0,20250707,20250722,376
1,1,1,0,0,0,0,20250707,20250722,49
1,1,1,0,0,0,0,20250714,20250716,41
1,1,1,0,0,0,1,20250622,20250625,122
1,1,1,0,0,0,1,20250622,20250625,148
1,1,1,0,0,0,1,20250622,20250625,635
1,1,1,0,0,0,1,20250622,20250625,682
1,1,1,0,0,0,1,20250622,20250625,724
1,1,1,0,0,0,1,20250622,20250629,495
1,1,1,0,0,0,1,20250622,20250722,434
1,1,1,0,0,0,1,20250628,20250711,932
1,1,1,0,0,0,1,20250629,20250702,301
1,1,1,0,0,0,1,20250629,20250702,328
1,1,1,0,0,0,1,20250629,20250722,755
1,1,1,0,0,0,1,20250707,20250722,194
1,1,1,0,0,0,1,20250707,20250722,812
1,1,1,0,0,1,1,20250622,20250629,754
1,1,1,0,0,1,1,20250622,20250721,739
1,1,1,0,0,1,1,20250628,20250702,421
1,1,1,0,0,1,1,20250705,20250720,630
1,1,1,0,0,1,1,20250713,20250722,646
1,1,1,0,1,0,0,20250623,20250627,14
1,1,1,0,1,0,0,20250623,20250722,317
1,1,1,0,1,0,0,20250623,20250722,403
1,1,1,0,1,0,0,20250624,20250704,835
1,1,1,0,1,0,0,20250627,20250711,609
1,1,1,0,1,0,0,20250630,20250704,454
1,1,1,0,1,0,0,20250630,20250707,933
1,1,1,0,1,0,0,20250707,20250722,882
1,1,1,0,1,0,1,20250622,20250627,542
1,1,1,0,1,0,1,20250622,20250629,669
1,1,1,0,1,0,1,20250622,20250704,767
1,1,1,0,1,0,1,20250622,20250722,928
1,1,1,0,1,0,1,20250630,20250706,190
1,1,1,0,1,0,1,20250707,20250722,413
1,1,1,0,1,0,1,20250715,20250722,653
1,1,1,0,1,1,0,20250623,20250628,789
1,1,1,0,1,1,0,20250623,20250703,554
1,1,1,0,1,1,0,20250623,20250704,509
1,1,1,0,1,1,0,20250623,20250722,245
1,1,1,0,1,1,0,20250628,20250705,582
1,1,1,0,1,1,0,20250630,20250705,532
1,1,1,0,1,1,0,20250702,20250722,273
1,1,1,0,1,1,0,20250708,20250722,436
1,1,1,0,1,1,0,20250708,20250722,91
1,1,1,0,1,1,1,20250622,20250704,284
1,1,1,0,1,1,1,20250622,20250722,167
1,1,1,0,1,1,1,20250627,20250711,164
1,1,1,0,1,1,1,20250628,20250706,15
1,1,1,0,1,1,1,20250707,20250722,814
1,1,1,0,1,1,1,20250707,20250722,821
1,1,1,0,1,1,1,20250708,20250722,106
1,1,1,1,0,0,0,20250622,20250703,58
1,1,1,1,0,0,0,20250623,20250626,195
1,1,1,1,0,0,0,20250623,20250626,579
1,1,1,1,0,0,0,20250623,20250626,797
1,1,1,1,0,0,0,20250623,20250626,830
1,1,1,1,0,0,0,20250623,20250626,902
1,1,1,1,0,0,0,20250623,20250630,80
1,1,1,1,0,0,0,20250623,20250701,593
1,1,1,1,0,0,0,20250623,20250702,625
1,1,1,1,0,0,0,20250623,20250703,395
1,1,1,1,0,0,0,20250623,20250706,262
1,1,1,1,0,0,0,20250623,20250722,347
1,1,1,1,0,0,0,20250623,20250722,457
1,1,1,1,0,0,0,20250623,20250722,473
1,1,1,1,0,0,0,20250623,20250722,50
1,1,1,1,0,0,0,20250623,20250722,547
1,1,1,1,0,0,0,20250623,20250722,735
1,1,1,1,0,0,0,20250623,20250722,808
1,1,1,1,0,0,0,20250623,20250722,862
1,1,1,1,0,0,0,20250630,20250703,528
1,1,1,1,0,0,0,20250630,20250710,215
1,1,1,1,0,0,0,20250630,20250710,288
1,1,1,1,0,0,0,20250630,20250722,848
1,1,1,1,0,0,0,20250707,20250710,300
1,1,1,1,0,0,0,20250707,20250710,688
1,1,1,1,0,0,0,20250707,20250722,104
1,1,1,1,0,0,0,20250707,20250722,18
1,1,1,1,0,0,0,20250708,20250722,387
1,1,1,1,0,0,0,20250708,20250722,679
1,1,1,1,0,0,0,20250710,20250717,487
1,1,1,1,0,0,0,20250714,20250717,180
1,1,1,1,0,0,0,20250714,20250722,331
1,1,1,1,0,0,0,20250714,20250722,344
1,1,1,1,0,0,1,20250622,20250626,216
1,1,1,1,0,0,1,20250622,20250626,498
1,1,1,1,0,0,1,20250622,20250626,667
1,1,1,1,0,0,1,20250622,20250626,773
1,1,1,1,0,0,1,20250622,20250626,92
1,1,1,1,0,0,1,20250622,20250703,726
1,1,1,1,0,0,1,20250622,20250710,599
1,1,1,1,0,0,1,20250622,20250714,592
1,1,1,1,0,0,1,20250622,20250722,108
1,1,1,1,0,0,1,20250622,20250722,342
1,1,1,1,0,0,1,20250622,20250722,482
1,1,1,1,0,0,1,20250622,20250722,555
1,1,1,1,0,0,1,20250622,20250722,645
1,1,1,1,0,0,1,20250622,20250722,842
1,1,1,1,0,0,1,20250629,20250703,447
1,1,1,1,0,0,1,20250629,20250703,780
1,1,1,1,0,0,1,20250629,20250706,2
1,1,1,1,0,0,1,20250630,20250706,348
1,1,1,1,0,0,1,20250630,20250710,311
1,1,1,1,0,0,1,20250630,20250722,169
1,1,1,1,0,0,1,20250706,20250722,137
1,1,1,1,0,0,1,20250706,20250722,685
1,1,1,1,0,0,1,20250707,20250713,68
1,1,1,1,0,0,1,20250708,20250722,197
1,1,1,1,0,0,1,20250714,20250720,51
1,1,1,1,0,0,1,20250715,20250722,4
1,1,1,1,0,1,0,20250623,20250722,345
1,1,1,1,0,1,0,20250628,20250703,47
1,1,1,1,0,1,0,20250628,20250705,27
1,1,1,1,0,1,0,20250630,20250705,230
1,1,1,1,0,1,0,20250707,20250719,499
1,1,1,1,0,1,0,20250707,20250722,6
1,1,1,1,0,1,0,20250707,20250722,642
1,1,1,1,0,1,0,20250707,20250722,677
1,1,1,1,0,1,1,20250623,20250703,560
1,1,1,1,0,1,1,20250628,20250703,557
1,1,1,1,0,1,1,20250628,20250706,570
1,1,1,1,0,1,1,20250628,20250722,849
1,1,1,1,0,1,1,20250630,20250706,128
1,1,1,1,0,1,1,20250701,20250722,621
1,1,1,1,0,1,1,20250706,20250712,901
1,1,1,1,0,1,1,20250706,20250722,154
1,1,1,1,0,1,1,20250707,20250722,365
1,1,1,1,0,1,1,20250707,20250722,65
1,1,1,1,0,1,1,20250714,20250722,683
1,1,1,1,1,0,0,20250622,20250703,479
1,1,1,1,1,0,0,20250622,20250704,42
1,1,1,1,1,0,0,20250622,20250711,697
1,1,1,1,1,0,0,20250622,20250713,332
1,1,1,1,1,0,0,20250622,20250721,937
1,1,1,1,1,0,0,20250622,20250722,219
1,1,1,1,1,0,0,20250622,20250722,229
1,1,1,1,1,0,0,20250622,20250722,266
1,1,1,1,1,0,0,20250622,20250722,271
1,1,1,1,1,0,0,20250622,20250722,501
1,1,1,1,1,0,0,20250622,20250722,505
1,1,1,1,1,0,0,20250622,20250722,534
1,1,1,1,1,0,0,20250623,20250627,611
1,1,1,1,1,0,0,20250623,20250627,631
1,1,1,1,1,0,0,20250623,20250627,640
1,1,1,1,1,0,0,20250623,20250630,448
1,1,1,1,1,0,0,20250623,20250701,602
1,1,1,1,1,0,0,20250623,20250703,752
1,1,1,1,1,0,0,20250623,20250704,548
1,1,1,1,1,0,0,20250623,20250704,74
1,1,1,1,1,0,0,20250623,20250704,856
1,1,1,1,1,0,0,20250623,20250705,217
1,1,1,1,1,0,0,20250623,20250706,340
1,1,1,1,1,0,0,20250623,20250706,36
1,1,1,1,1,0,0,20250623,20250711,312
